#Title: The Algol System SZ Herculis: Physical Nature and Orbital Behavior 
#Authors: Lee J.W., Lee C.-U., Kim S.-L., Kim H.-I., Park J.-H. 
#Table: CCD Photometric Observations of SZ Her
#================================================================================
#Byte-by-byte Description of file: aj413575t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units Label    Explanations
#--------------------------------------------------------------------------------
#   1- 13 F13.5  d     HJD-B    ? B band Heliocentric Julian Date observations
#  15- 20 F6.3   mag   DelBmag  ? Differential B band magnitude
#  22- 34 F13.5  d     HJD-V    ? V band Heliocentric Julian Date observations
#  36- 41 F6.3   mag   DelVmag  ? Differential V band magnitude
#  43- 55 F13.5  d     HJD-R    R band Heliocentric Julian Date observations
#  57- 62 F6.3   mag   DelRmag  Differential R band magnitude
#  64- 76 F13.5  d     HJD-I    ? I band Heliocentric Julian Date observations
#  78- 83 F6.3   mag   DelImag  ? Differential I band magnitude
#--------------------------------------------------------------------------------
2454592.20619 -0.221 2454592.23024  0.852 2454592.23133  1.178 2454592.31314  0.974
2454592.21071 -0.145 2454592.23500  0.996 2454592.23608  1.307 2454602.10551  1.347
2454592.21524 -0.061 2454592.23977  1.157 2454592.24085  1.450 2454602.11465  1.185
2454592.21976  0.035 2454592.24452  1.341 2454592.24562  1.613 2454602.11917  1.128
2454592.22429  0.143 2454592.24929  1.544 2454592.25038  1.791 2454602.12370  1.058
2454592.22883  0.262 2454592.25405  1.745 2454592.25514  1.958 2454602.12825  0.994
2454592.23360  0.416 2454592.25880  1.833 2454592.25989  1.983 2454602.13280  0.959
2454592.23836  0.590 2454592.26833  1.493 2454592.26465  1.843 2454602.13724  0.907
2454592.24312  0.790 2454592.27310  1.300 2454592.26942  1.671 2454602.14168  0.871
2454592.24788  1.025 2454592.27786  1.125 2454592.27419  1.500 2454602.14612  0.837
2454592.25265  1.289 2454592.28261  0.964 2454592.27894  1.354 2454602.15044  0.814
2454592.25741  1.459 2454592.28738  0.833 2454592.28370  1.217 2454602.15472  0.798
2454592.26217  1.363 2454592.29215  0.714 2454592.28847  1.103 2454602.16303  0.762
2454592.26692  1.119 2454592.29692  0.607 2454592.29325  0.997 2454602.16718  0.758
2454592.27169  0.878 2454592.30168  0.521 2454592.29801  0.907 2454602.17179  0.752
2454592.27646  0.668 2454592.30643  0.442 2454592.30276  0.825 2454602.17594  0.745
2454592.28122  0.480 2454592.31119  0.370 2454592.30752  0.756 2454602.18664  0.753
2454592.28598  0.318 2454602.10356  0.865 2454592.31225  0.693 2454602.19079  0.742
2454592.29074  0.187 2454602.10813  0.749 2454602.10462  1.140 2454602.19495  0.740
2454592.29551  0.070 2454602.11279  0.646 2454602.10916  1.032 2454602.19912  0.742
2454592.30027 -0.035 2454602.11735  0.551 2454602.11380  0.919 2454602.20327  0.720
2454592.30503 -0.124 2454602.12186  0.470 2454602.11832  0.841 2454602.20741  0.737
2454592.30978 -0.213 2454602.12640  0.399 2454602.12284  0.769 2454602.21155  0.726
2454602.10219  0.375 2454602.13095  0.336 2454602.12738  0.716 2454602.21568  0.719
2454602.10677  0.235 2454602.13539  0.288 2454602.13193  0.661 2454602.21973  0.718
2454602.11139  0.113 2454602.13981  0.247 2454602.13638  0.614 2454602.22379  0.718
2454602.11596  0.011 2454602.14426  0.206 2454602.14081  0.573 2454602.22781  0.724
2454602.12049 -0.081 2454602.15289  0.147 2454602.14525  0.532 2454602.23183  0.713
2454602.12502 -0.160 2454602.15704  0.125 2454602.14957  0.510 2454602.23575  0.705
2454602.12957 -0.230 2454602.16120  0.113 2454602.15385  0.488 2454602.23969  0.711
2454602.13406 -0.285 2454602.16535  0.111 2454602.15801  0.469 2454602.24361  0.701
2454602.13851 -0.338 2454602.16996  0.100 2454602.16216  0.459 2454602.24754  0.694
2454602.14294 -0.379 2454602.17827  0.098 2454602.16632  0.451 2454602.25147  0.699
2454602.14733 -0.417 2454602.18481  0.099 2454602.17093  0.442 2454602.25540  0.700
2454602.15164 -0.449 2454602.18896  0.093 2454602.17508  0.440 2454602.25938  0.688
2454602.15586 -0.467 2454602.19312  0.091 2454602.17924  0.440 2454602.26336  0.695
2454602.16001 -0.478 2454602.19729  0.085 2454602.18578  0.441 2454602.26736  0.690
2454602.17293 -0.492 2454602.20144  0.087 2454602.18993  0.440 2454602.27135  0.678
2454602.17708 -0.494 2454602.20559  0.077 2454602.19409  0.437 2454602.27533  0.687
2454602.18362 -0.502 2454602.20973  0.077 2454602.19825  0.435 2454602.27931  0.682
2454602.18778 -0.509 2454602.21386  0.076 2454602.20241  0.434 2454602.28329  0.688
2454602.19195 -0.505 2454602.21792  0.070 2454602.20655  0.427 2454602.29184  0.684
2454602.19610 -0.509 2454602.22198  0.066 2454602.21068  0.420 2454602.29584  0.679
2454602.20026 -0.505 2454602.22603  0.069 2454602.21482  0.419 2454602.29982  0.688
2454602.20442 -0.516 2454602.23005  0.067 2454602.21887  0.417 2454602.30380  0.691
2454602.20855 -0.512 2454602.23400  0.060 2454602.22293  0.414 2454602.30778  0.682
2454602.21269 -0.533 2454602.23793  0.057 2454602.22697  0.405 2454602.31177  0.680
2454602.21679 -0.525 2454602.24185  0.055 2454602.23099  0.410 2454603.01601  0.739
2454602.22084 -0.528 2454602.24578  0.052 2454602.23491  0.401 2454603.02279  0.741
2454602.22490 -0.533 2454602.24971  0.051 2454602.23884  0.399 2454603.02958  0.734
2454602.22892 -0.528 2454602.25364  0.050 2454602.24277  0.392 2454603.05023  0.722
2454602.23291 -0.526 2454602.25762  0.051 2454602.24669  0.400 2454603.05705  0.723
2454602.23684 -0.537 2454602.26160  0.048 2454602.25063  0.391 2454603.06410  0.713
2454602.24077 -0.537 2454602.26559  0.048 2454602.25455  0.390 2454603.07115  0.717
2454602.24469 -0.536 2454602.26957  0.034 2454602.25853  0.391 2454603.07785  0.711
2454602.24863 -0.538 2454602.27357  0.034 2454602.26251  0.388 2454603.08406  0.696
2454602.25255 -0.542 2454602.27755  0.037 2454602.26651  0.385 2454603.08991  0.694
2454602.25650 -0.541 2454602.28153  0.040 2454602.27050  0.376 2454603.09576  0.707
2454602.26048 -0.542 2454602.28551  0.041 2454602.27448  0.376 2454603.10121  0.693
2454602.26448 -0.545 2454602.29008  0.044 2454602.27846  0.385 2454603.10680  0.688
2454602.26847 -0.556 2454602.29407  0.042 2454602.28245  0.382 2454603.11227  0.690
2454602.27245 -0.556 2454602.29806  0.042 2454602.29100  0.383 2454603.11769  0.690
2454602.27643 -0.557 2454602.30204  0.037 2454602.29499  0.375 2454603.12294  0.689
2454602.28041 -0.554 2454602.30602  0.032 2454602.29897  0.386 2454603.12818  0.683
2454602.28440 -0.537 2454602.31000  0.039 2454602.30296  0.384 2454603.13342  0.690
2454602.28897 -0.546 2454603.01859  0.096 2454602.30694  0.383 2454603.13866  0.684
2454602.29296 -0.552 2454603.02537  0.091 2454602.31093  0.380 2454603.14967  0.693
2454602.29694 -0.551 2454603.03215  0.088 2454603.01712  0.445 2454603.15442  0.682
2454602.30092 -0.553 2454603.03895  0.081 2454603.02390  0.435 2454603.15915  0.687
2454602.30491 -0.552 2454603.04581  0.080 2454603.03068  0.435 2454603.16387  0.687
2454602.30889 -0.549 2454603.05263  0.078 2454603.03748  0.432 2454603.16861  0.683
2454603.03441 -0.483 2454603.05946  0.072 2454603.04444  0.425 2454603.17334  0.694
2454603.04134 -0.497 2454603.06650  0.064 2454603.05126  0.424 2454603.17808  0.696
2454603.04816 -0.499 2454603.07350  0.070 2454603.05809  0.422 2454603.18281  0.696
2454603.05498 -0.503 2454603.08006  0.059 2454603.06513  0.414 2454603.18755  0.704
2454603.06191 -0.513 2454603.08620  0.059 2454603.07218  0.404 2454603.19229  0.714
2454603.07580 -0.508 2454603.09204  0.052 2454603.07882  0.408 2454603.19702  0.714
2454603.08218 -0.517 2454603.09789  0.058 2454603.08502  0.405 2454603.20176  0.706
2454603.09399 -0.524 2454603.10325  0.053 2454603.09086  0.393 2454603.20649  0.710
2454603.09965 -0.537 2454603.10887  0.052 2454603.09671  0.400 2454603.21122  0.709
2454603.10511 -0.542 2454603.11430  0.047 2454603.10211  0.380 2454603.21596  0.712
2454603.11065 -0.518 2454603.11969  0.045 2454603.10774  0.384 2454603.22069  0.719
2454603.11608 -0.510 2454603.12493  0.043 2454603.11318  0.394 2454603.22543  0.727
2454603.12137 -0.512 2454603.13017  0.044 2454603.11861  0.392 2454603.23016  0.739
2454603.12662 -0.536 2454603.13541  0.047 2454603.12384  0.384 2454603.23489  0.752
2454603.13186 -0.525 2454603.14059  0.047 2454603.12908  0.387 2454603.23963  0.769
2454603.13710 -0.535 2454603.15158  0.047 2454603.13956  0.389 2454603.24436  0.788
2454603.14210 -0.546 2454603.15632  0.049 2454603.15056  0.396 2454603.24907  0.796
2454603.15305 -0.549 2454603.16105  0.048 2454603.15529  0.393 2454603.25370  0.813
2454603.15778 -0.541 2454603.16578  0.049 2454603.16003  0.388 2454603.25833  0.828
2454603.16251 -0.544 2454603.17051  0.052 2454603.16475  0.390 2454603.26296  0.853
2454603.16724 -0.543 2454603.17524  0.051 2454603.16948  0.390 2454603.26759  0.882
2454603.17197 -0.552 2454603.17997  0.053 2454603.17422  0.395 2454603.27223  0.894
2454603.17670 -0.547 2454603.18472  0.058 2454603.17895  0.406 2454603.27686  0.913
2454603.18145 -0.548 2454603.18945  0.057 2454603.18369  0.396 2454603.28149  0.939
2454603.18618 -0.546 2454603.19420  0.055 2454603.18843  0.401 2454603.28613  0.971
2454603.19092 -0.523 2454603.19893  0.065 2454603.19316  0.403 2454603.29076  0.969
2454603.19565 -0.531 2454603.20365  0.064 2454603.19791  0.412 2454603.29967  1.018
2454603.20040 -0.531 2454603.20839  0.063 2454603.20263  0.407 2454603.30365  1.014
2454603.20512 -0.528 2454603.21313  0.069 2454603.20736  0.413 2454603.30786  1.004
2454603.20985 -0.543 2454603.21786  0.072 2454603.21211  0.416 2454604.09254  0.918
2454603.21460 -0.536 2454603.22259  0.076 2454603.21683  0.415 2454604.09918  0.949
2454603.21932 -0.537 2454603.22732  0.078 2454603.22157  0.422 2454604.10542  0.979
2454603.22405 -0.511 2454603.23206  0.089 2454603.22630  0.431 2454604.11166  1.002
2454603.22879 -0.528 2454603.23679  0.099 2454603.23103  0.439 2454604.11787  1.024
2454603.23352 -0.514 2454603.24154  0.111 2454603.23577  0.448 2454604.12372  1.030
2454603.23826 -0.500 2454603.24626  0.115 2454603.24050  0.462 2454604.12913  1.010
2454603.24300 -0.494 2454603.25091  0.135 2454603.24524  0.469 2454604.13417  0.988
2454603.24771 -0.445 2454603.26017  0.157 2454603.24992  0.484 2454604.13881  0.963
2454603.25234 -0.468 2454603.26481  0.173 2454603.25455  0.504 2454604.14344  0.945
2454603.25697 -0.449 2454603.26944  0.177 2454603.25918  0.508 2454604.14806  0.917
2454603.26160 -0.444 2454603.27407  0.197 2454603.26381  0.538 2454604.15250  0.898
2454603.26624 -0.416 2454603.27870  0.211 2454603.26845  0.549 2454604.15693  0.879
2454603.27087 -0.441 2454603.28334  0.229 2454603.27308  0.569 2454604.16136  0.863
2454603.27550 -0.420 2454603.28799  0.240 2454603.27771  0.581 2454604.16562  0.840
2454603.28013 -0.391 2454603.29262  0.237 2454603.28235  0.604 2454604.16984  0.824
2454603.28477 -0.395 2454603.29720  0.255 2454603.28700  0.615 2454604.17405  0.801
2454603.29845 -0.357 2454603.30135  0.266 2454603.29626  0.651 2454604.17846  0.794
2454604.09713 -0.389 2454603.30539  0.268 2454603.30048  0.654 2454604.18308  0.770
2454604.10351 -0.374 2454603.30962  0.266 2454603.30447  0.654 2454604.18770  0.764
2454604.10975 -0.370 2454604.09484  0.224 2454603.30869  0.650 2454604.19233  0.749
2454604.11599 -0.351 2454604.10139  0.248 2454604.09354  0.584 2454604.19696  0.737
2454604.12196 -0.358 2454604.10763  0.257 2454604.10015  0.612 2454604.20178  0.738
2454604.12753 -0.364 2454604.11387  0.274 2454604.10639  0.633 2454604.20648  0.732
2454604.13268 -0.369 2454604.12001  0.282 2454604.11263  0.654 2454604.21132  0.738
2454604.13746 -0.377 2454604.12575  0.286 2454604.11883  0.675 2454604.21606  0.733
2454604.14209 -0.391 2454604.13107  0.271 2454604.12463  0.675 2454604.22073  0.718
2454604.14672 -0.410 2454604.13603  0.251 2454604.13002  0.651 2454604.22540  0.714
2454604.15121 -0.413 2454604.14066  0.245 2454604.13504  0.638 2454604.23008  0.710
2454604.15565 -0.417 2454604.14529  0.226 2454604.13967  0.618 2454604.23476  0.710
2454604.16008 -0.434 2454604.14987  0.216 2454604.14430  0.614 2454604.24411  0.715
2454604.16440 -0.446 2454604.15430  0.206 2454604.14891  0.588 2454604.24880  0.714
2454604.16863 -0.450 2454604.15874  0.193 2454604.15334  0.573 2454604.25404  0.703
2454604.17285 -0.451 2454604.16315  0.181 2454604.15778  0.557 2454604.25928  0.702
2454604.17717 -0.462 2454604.16737  0.164 2454604.16221  0.537 2454604.26451  0.695
2454604.18173 -0.473 2454604.17159  0.157 2454604.16644  0.519 2454604.26976  0.701
2454604.18636 -0.485 2454604.17583  0.147 2454604.17067  0.506 2454604.27519  0.707
2454604.19099 -0.490 2454604.18030  0.136 2454604.17488  0.494 2454604.28063  0.701
2454604.19562 -0.497 2454604.18493  0.127 2454604.17932  0.482                     
2454604.20036 -0.497 2454604.18956  0.113 2454604.18394  0.461                     
2454604.20991 -0.510 2454604.19418  0.106 2454604.18856  0.464                     
2454604.21469 -0.509 2454604.19884  0.100 2454604.19319  0.452                     
2454604.21937 -0.505 2454604.20839  0.089 2454604.19783  0.442                     
2454604.22403 -0.513 2454604.21323  0.090 2454604.20265  0.438                     
2454604.22871 -0.513 2454604.21793  0.090 2454604.20737  0.433                     
2454604.23338 -0.514 2454604.22260  0.084 2454604.21220  0.427                     
2454604.23807 -0.508 2454604.22727  0.079 2454604.21694  0.419                     
2454604.24274 -0.509 2454604.23195  0.079 2454604.22160  0.427                     
2454604.24741 -0.515 2454604.23664  0.078 2454604.22628  0.424                     
2454604.25248 -0.522 2454604.24130  0.071 2454604.23095  0.418                     
2454604.25772 -0.524 2454604.24598  0.069 2454604.23563  0.424                     
2454604.26295 -0.518 2454604.25079  0.072 2454604.24031  0.414                     
2454604.26819 -0.526 2454604.25603  0.067 2454604.24498  0.407                     
2454604.27356 -0.526 2454604.26127  0.071 2454604.24970  0.413                     
2454604.27900 -0.520 2454604.26652  0.066 2454604.25494  0.414                     
2454604.28444 -0.528 2454604.27178  0.060 2454604.26019  0.410                     
                     2454604.27722  0.065 2454604.26542  0.401                     
                     2454604.28266  0.060 2454604.27067  0.404                     
                                          2454604.27611  0.400                     
                                          2454604.28155  0.400                     
